COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
67,Hutchinson,South Dakota,7343,43.336046,-97.746735
69,Hyde,South Dakota,1420,44.511151,-99.46011
71,Jackson,South Dakota,3031,43.662756,-101.651749
73,Jerauld,South Dakota,2071,44.087702,-98.562253
75,Jones,South Dakota,1006,43.902516,-100.697764
77,Kingsbury,South Dakota,5148,44.374375,-97.405002
79,Lake,South Dakota,11200,44.002691,-97.10012
81,Lawrence,South Dakota,24097,44.447051,-103.800718
83,Lincoln,South Dakota,44828,43.427562,-96.746072
85,Lyman,South Dakota,3755,43.951381,-99.721302
87,McCook,South Dakota,5618,43.666866,-97.344878
89,McPherson,South Dakota,2459,45.760167,-99.263772
91,Marshall,South Dakota,4656,45.766216,-97.619971
93,Meade,South Dakota,25434,44.296996,-103.288909
95,Mellette,South Dakota,2048,43.548671,-100.814632
97,Miner,South Dakota,2389,44.01589,-97.555355
99,Minnehaha,South Dakota,169468,43.559391,-96.732329
101,Moody,South Dakota,6486,44.019542,-96.65761
103,Pennington,South Dakota,100948,44.064633,-103.213752
105,Perkins,South Dakota,2982,45.711883,-102.322856
107,Potter,South Dakota,2329,45.076727,-99.909039
109,Roberts,South Dakota,10149,45.61302,-96.952207
111,Sanborn,South Dakota,2355,44.006288,-98.149484
113,Shannon,South Dakota,13586,43.186406,-102.487474
115,Spink,South Dakota,6415,44.910381,-98.429642
117,Stanley,South Dakota,2966,44.363198,-100.436337
119,Sully,South Dakota,1373,44.710627,-100.121731
121,Todd,South Dakota,9612,43.248143,-100.783743
123,Tripp,South Dakota,5644,43.349802,-99.851545
125,Turner,South Dakota,8347,43.301965,-97.115892
127,Union,South Dakota,14399,42.702762,-96.600368
129,Walworth,South Dakota,5438,45.520019,-100.313424
135,Yankton,South Dakota,22438,42.902431,-97.394907
137,Ziebach,South Dakota,2801,44.939041,-101.524925
1,Anderson,Tennessee,75129,36.082029,-84.180288
3,Bedford,Tennessee,45058,35.51241,-86.464741
5,Benton,Tennessee,16489,36.071513,-88.09002
7,Bledsoe,Tennessee,12876,35.612132,-85.195883
9,Blount,Tennessee,123010,35.752926,-83.973022
11,Bradley,Tennessee,98963,35.166015,-84.859341
13,Campbell,Tennessee,40716,36.383124,-84.125923
15,Cannon,Tennessee,13801,35.80032,-86.06262
17,Carroll,Tennessee,28522,36.018048,-88.464475
19,Carter,Tennessee,57424,36.318376,-82.201421
21,Cheatham,Tennessee,39105,36.269635,-87.063974
23,Chester,Tennessee,17131,35.436863,-88.622571
25,Claiborne,Tennessee,32213,36.491598,-83.64175
27,Clay,Tennessee,7861,36.553965,-85.560947
29,Cocke,Tennessee,35662,35.947227,-83.174767
31,Coffee,Tennessee,52796,35.454014,-86.124954
33,Crockett,Tennessee,14586,35.789488,-89.122632
35,Cumberland,Tennessee,56053,35.954565,-85.020109
37,Davidson,Tennessee,626681,36.140596,-86.74545
39,Decatur,Tennessee,11757,35.610752,-88.126566
41,DeKalb,Tennessee,18723,35.966234,-85.838617
43,Dickson,Tennessee,49666,36.106096,-87.345598
45,Dyer,Tennessee,38335,36.058797,-89.359385
47,Fayette,Tennessee,38413,35.203083,-89.470445
49,Fentress,Tennessee,17959,36.365518,-84.93663
51,Franklin,Tennessee,41052,35.206924,-86.116239
53,Gibson,Tennessee,49683,35.938053,-88.876406
55,Giles,Tennessee,29485,35.191241,-87.031071
57,Grainger,Tennessee,22657,36.269199,-83.483361
59,Greene,Tennessee,68831,36.177294,-82.833456
61,Grundy,Tennessee,13703,35.341946,-85.720235
63,Hamblen,Tennessee,62544,36.215973,-83.296406
65,Hamilton,Tennessee,336463,35.093485,-85.205177
67,Hancock,Tennessee,6819,36.517795,-83.23135
69,Hardeman,Tennessee,27253,35.22229,-89.017224
71,Hardin,Tennessee,26026,35.199678,-88.226837
73,Hawkins,Tennessee,56833,36.462944,-82.873902
75,Haywood,Tennessee,18787,35.586187,-89.267291
77,Henderson,Tennessee,27769,35.648436,-88.402036
79,Henry,Tennessee,32330,36.319164,-88.293739
81,Hickman,Tennessee,24690,35.852522,-87.403679
83,Houston,Tennessee,8426,36.304687,-87.70333
85,Humphreys,Tennessee,18538,36.072233,-87.774505
87,Jackson,Tennessee,11638,36.329916,-85.628303
89,Jefferson,Tennessee,51407,36.067034,-83.453522
91,Johnson,Tennessee,18244,36.450735,-81.843103
93,Knox,Tennessee,432226,35.973839,-83.985913
95,Lake,Tennessee,7832,36.357362,-89.468133
97,Lauderdale,Tennessee,27815,35.762745,-89.54174
99,Lawrence,Tennessee,41869,35.2351,-87.355853
101,Lewis,Tennessee,12161,35.533806,-87.523745
103,Lincoln,Tennessee,33361,35.107495,-86.574658
105,Loudon,Tennessee,48556,35.759679,-84.286322
107,McMinn,Tennessee,52266,35.425632,-84.598553
109,McNairy,Tennessee,26075,35.177181,-88.542589
111,Macon,Tennessee,22248,36.535537,-86.022066
113,Madison,Tennessee,98294,35.650005,-88.822589
115,Marion,Tennessee,28237,35.109364,-85.604158
117,Marshall,Tennessee,30617,35.488656,-86.772777
119,Maury,Tennessee,80956,35.623,-87.045667
121,Meigs,Tennessee,11753,35.503802,-84.815615
123,Monroe,Tennessee,44519,35.517149,-84.353878
125,Montgomery,Tennessee,172331,36.551703,-87.352951
127,Moore,Tennessee,6362,35.297553,-86.341444
129,Morgan,Tennessee,21987,36.098632,-84.590381
131,Obion,Tennessee,31807,36.396173,-89.080699
133,Overton,Tennessee,22083,36.348292,-85.322853
135,Perry,Tennessee,7915,35.652569,-87.858652
137,Pickett,Tennessee,5077,36.566056,-85.141613
139,Polk,Tennessee,16825,35.125651,-84.565986
141,Putnam,Tennessee,72321,36.163405,-85.503295
143,Rhea,Tennessee,31809,35.556242,-84.955218
145,Roane,Tennessee,54181,35.882073,-84.524136
147,Robertson,Tennessee,66283,36.484933,-86.832296
149,Rutherford,Tennessee,262604,35.892016,-86.44798
151,Scott,Tennessee,22228,36.453953,-84.506554
153,Sequatchie,Tennessee,14112,35.354219,-85.392052
155,Sevier,Tennessee,89889,35.861562,-83.580944
157,Shelby,Tennessee,927644,35.131228,-89.894188
159,Smith,Tennessee,19166,36.241092,-85.968484
161,Stewart,Tennessee,13324,36.493717,-87.798679
163,Sullivan,Tennessee,156823,36.531452,-82.394917
165,Sumner,Tennessee,160645,36.398559,-86.536931
167,Tipton,Tennessee,61081,35.478427,-89.748046
169,Trousdale,Tennessee,7870,36.393982,-86.170445
171,Unicoi,Tennessee,18313,36.149453,-82.396177
173,Union,Tennessee,19109,36.243267,-83.816526
175,Van Buren,Tennessee,5548,35.723509,-85.45447
177,Warren,Tennessee,39839,35.695537,-85.792646
179,Washington,Tennessee,122979,36.324631,-82.434713
181,Wayne,Tennessee,17021,35.257711,-87.789817
183,Weakley,Tennessee,35021,36.292721,-88.773558
185,White,Tennessee,25841,35.939892,-85.487471
187,Williamson,Tennessee,183182,35.920355,-86.85552
189,Wilson,Tennessee,113993,36.201286,-86.404093
1,Anderson,Texas,58458,31.776143,-95.687072
3,Andrews,Texas,14786,32.32166,-102.542123
5,Angelina,Texas,86771,31.312605,-94.714115
7,Aransas,Texas,23158,28.030072,-97.071875
9,Archer,Texas,9054,33.70449,-98.610345
11,Armstrong,Texas,1901,35.085722,-101.392092
13,Atascosa,Texas,44911,29.034632,-98.576202
15,Austin,Texas,28417,29.853256,-96.221858
17,Bailey,Texas,7165,34.216557,-102.745529
19,Bandera,Texas,20485,29.703543,-99.036031
21,Bastrop,Texas,74171,30.144282,-97.358916
23,Baylor,Texas,3726,33.596338,-99.26133
25,Bee,Texas,31861,28.396655,-97.736901
27,Bell,Texas,310235,31.084262,-97.592082
29,Bexar,Texas,1714773,29.479255,-98.525238
31,Blanco,Texas,10497,30.185496,-98.393265
33,Borden,Texas,641,32.746089,-101.426185
35,Bosque,Texas,18212,31.86216,-97.576972
37,Bowie,Texas,92565,33.436159,-94.203466
39,Brazoria,Texas,313166,29.329215,-95.385415
41,Brazos,Texas,194851,30.628865,-96.33059
43,Brewster,Texas,9232,30.217438,-103.617388
45,Briscoe,Texas,1637,34.440834,-101.232801
47,Brooks,Texas,7223,27.204776,-98.144221
49,Brown,Texas,38106,31.731622,-98.989458
51,Burleson,Texas,17187,30.479774,-96.646318
53,Burnet,Texas,42750,30.671778,-98.244836
55,Caldwell,Texas,38066,29.852388,-97.686629
57,Calhoun,Texas,21381,28.586063,-96.625056
59,Callahan,Texas,13544,32.346951,-99.448422
61,Cameron,Texas,406220,26.045736,-97.556998
63,Camp,Texas,12401,32.990653,-94.98408
65,Carson,Texas,6182,35.384076,-101.329281
67,Cass,Texas,30464,33.079821,-94.299328
69,Castro,Texas,8062,34.521244,-102.26892
71,Chambers,Texas,35096,29.801262,-94.741728
73,Cherokee,Texas,50845,31.904972,-95.211216
75,Childress,Texas,7041,34.428815,-100.225433
77,Clay,Texas,10752,33.828051,-98.245004
79,Cochran,Texas,3127,33.687756,-102.737454
81,Coke,Texas,3320,31.904324,-100.405638
83,Coleman,Texas,8895,31.808605,-99.423304
85,Collin,Texas,782341,33.099357,-96.693057
87,Collingsworth,Texas,3057,34.863545,-100.216872
89,Colorado,Texas,20874,29.661294,-96.536638
91,Comal,Texas,108472,29.764495,-98.221819
93,Comanche,Texas,13974,31.969672,-98.557373
95,Concho,Texas,4087,31.280122,-99.859636
97,Cooke,Texas,38437,33.610424,-97.137065
99,Coryell,Texas,75388,31.239826,-97.828854
101,Cottle,Texas,1505,34.019044,-100.300376
103,Crane,Texas,4375,31.400898,-102.352002
105,Crockett,Texas,3719,30.707106,-101.220153
107,Crosby,Texas,6059,33.664489,-101.361212
109,Culberson,Texas,2398,31.071834,-104.821069
111,Dallam,Texas,6703,36.110008,-102.577929
113,Dallas,Texas,2368139,32.808956,-96.788197
115,Dawson,Texas,13833,32.73465,-101.949316
117,Deaf Smith,Texas,19372,34.835104,-102.402042
119,Delta,Texas,5231,33.37458,-95.704605
121,Denton,Texas,662614,33.109148,-97.019684
123,DeWitt,Texas,20097,29.101571,-97.313585
125,Dickens,Texas,2444,33.534982,-100.852578
127,Dimmit,Texas,9996,28.519099,-99.817579
129,Donley,Texas,3677,34.94207,-100.85405
131,Duval,Texas,11782,27.729918,-98.389589
133,Eastland,Texas,18583,32.356034,-98.840622
135,Ector,Texas,137130,31.864941,-102.3858
137,Edwards,Texas,2002,29.977801,-100.19957
139,Ellis,Texas,149610,32.423916,-96.815886
141,El Paso,Texas,800647,31.782045,-106.375936
143,Erath,Texas,37890,32.206569,-98.228806
145,Falls,Texas,17866,31.260968,-96.950734
147,Fannin,Texas,33915,33.561545,-96.175947
149,Fayette,Texas,24554,29.8524,-96.897998
151,Fisher,Texas,3974,32.77399,-100.413883
153,Floyd,Texas,6446,34.042836,-101.376103
155,Foard,Texas,1336,33.991937,-99.701195
157,Fort Bend,Texas,585375,29.613217,-95.663045
159,Franklin,Texas,10605,33.126081,-95.223453
161,Freestone,Texas,19816,31.696374,-96.209634
163,Frio,Texas,17217,28.845787,-99.107465
165,Gaines,Texas,17526,32.760539,-102.658431
167,Galveston,Texas,291309,29.424115,-95.013496
169,Garza,Texas,6461,33.198856,-101.385674
171,Gillespie,Texas,24837,30.272524,-98.905778
173,Glasscock,Texas,1226,31.851318,-101.514268
175,Goliad,Texas,7210,28.704105,-97.370374
177,Gonzales,Texas,19807,29.476703,-97.50357
179,Gray,Texas,22535,35.527957,-100.938403
181,Grayson,Texas,120877,33.649485,-96.624643
183,Gregg,Texas,121730,32.49808,-94.79133
185,Grimes,Texas,26604,30.447103,-96.009259
187,Guadalupe,Texas,131533,29.598985,-98.097778
189,Hale,Texas,36273,34.145755,-101.739801
191,Hall,Texas,3353,34.658133,-100.604341
193,Hamilton,Texas,8517,31.761315,-98.099032
195,Hansford,Texas,5613,36.213931,-101.273482
197,Hardeman,Texas,4139,34.283002,-99.694647
199,Hardin,Texas,54635,30.303364,-94.262169
201,Harris,Texas,4092459,29.807479,-95.417454
203,Harrison,Texas,65631,32.534967,-94.412978
205,Hartley,Texas,6062,35.984331,-102.488764
207,Haskell,Texas,5899,33.178592,-99.767465
209,Hays,Texas,157107,30.00246,-97.935889
211,Hemphill,Texas,3807,35.893959,-100.364036
213,Henderson,Texas,78532,32.237902,-95.889717
215,Hidalgo,Texas,774769,26.232452,-98.184054
217,Hill,Texas,35089,31.998096,-97.174067
219,Hockley,Texas,22935,33.586415,-102.33483
221,Hood,Texas,51182,32.432951,-97.765687
223,Hopkins,Texas,35161,33.124117,-95.586932
225,Houston,Texas,23732,31.298935,-95.46482
227,Howard,Texas,35012,32.242066,-101.464986
229,Hudspeth,Texas,3476,31.420986,-105.641319
231,Hunt,Texas,86129,33.085785,-96.095018
233,Hutchinson,Texas,22150,35.6807,-101.448842
235,Irion,Texas,1599,31.266676,-100.844201
237,Jack,Texas,9044,33.198497,-98.168776
239,Jackson,Texas,14075,28.961331,-96.594951
241,Jasper,Texas,35710,30.736464,-93.994075
243,Jeff Davis,Texas,2342,30.603582,-103.990284
245,Jefferson,Texas,252273,30.01233,-94.067554
247,Jim Hogg,Texas,5300,27.304609,-98.68362
249,Jim Wells,Texas,40838,27.751904,-98.064602
251,Johnson,Texas,150934,32.435783,-97.325793
253,Jones,Texas,20202,32.711236,-99.808917
255,Karnes,Texas,14824,28.856195,-97.864151
257,Kaufman,Texas,103350,32.656168,-96.338534
259,Kendall,Texas,33410,29.841299,-98.725533
261,Kenedy,Texas,416,27.065647,-97.773573
263,Kent,Texas,808,33.247856,-100.629728
265,Kerr,Texas,49625,30.039931,-99.159771
267,Kimble,Texas,4607,30.490095,-99.732497
269,King,Texas,286,33.653281,-100.314415
271,Kinney,Texas,3598,29.304886,-100.418801
273,Kleberg,Texas,32061,27.492495,-97.857766
275,Knox,Texas,3719,33.464244,-99.705702
277,Lamar,Texas,49793,33.674176,-95.53564
279,Lamb,Texas,13977,34.028478,-102.324158
281,Lampasas,Texas,19677,31.09588,-98.116277
283,La Salle,Texas,6886,28.336046,-99.249834
285,Lavaca,Texas,19263,29.409258,-97.047964
287,Lee,Texas,16612,30.270012,-96.967301
289,Leon,Texas,16801,31.29928,-96.046864
291,Liberty,Texas,75643,30.155392,-94.901747
293,Limestone,Texas,23384,31.592033,-96.520288
295,Lipscomb,Texas,3302,36.387589,-100.354171
297,Live Oak,Texas,11531,28.341838,-98.105736
299,Llano,Texas,19301,30.684899,-98.511609
301,Loving,Texas,82,31.745821,-103.602226
303,Lubbock,Texas,278831,33.556622,-101.887742
305,Lynn,Texas,5915,33.181411,-101.807743
307,McCulloch,Texas,8283,31.150738,-99.337039
309,McLennan,Texas,234906,31.541318,-97.171313
311,McMullen,Texas,707,28.449157,-98.51005
313,Madison,Texas,13664,30.955599,-95.897089
315,Marion,Texas,10546,32.78969,-94.423837
317,Martin,Texas,4799,32.184223,-101.825151
319,Mason,Texas,4012,30.75329,-99.216248
321,Matagorda,Texas,36702,28.915316,-96.002899
323,Maverick,Texas,54258,28.70947,-100.481002
325,Medina,Texas,46006,29.305418,-98.968309
327,Menard,Texas,2242,30.899442,-99.772013
329,Midland,Texas,136872,32.002748,-102.106662
331,Milam,Texas,24757,30.747373,-97.01043
333,Mills,Texas,4936,31.486443,-98.578116
335,Mitchell,Texas,9403,32.392977,-100.863291
337,Montague,Texas,19719,33.63828,-97.756255
339,Montgomery,Texas,455746,30.232068,-95.468727
341,Moore,Texas,21904,35.904748,-101.956199
343,Morris,Texas,12934,33.071717,-94.72461
345,Motley,Texas,1210,34.012828,-100.844887
347,Nacogdoches,Texas,64524,31.623266,-94.642764
349,Navarro,Texas,47735,32.079812,-96.488644
351,Newton,Texas,14445,30.687746,-93.751989
353,Nolan,Texas,15216,32.449322,-100.411684
355,Nueces,Texas,340223,27.733674,-97.430035
357,Ochiltree,Texas,10223,36.381028,-100.810965
359,Oldham,Texas,2052,35.324274,-102.390158
361,Orange,Texas,81837,30.124169,-93.870235
363,Palo Pinto,Texas,28111,32.778005,-98.167593
365,Panola,Texas,23796,32.167392,-94.331166
367,Parker,Texas,116927,32.794168,-97.736777
369,Parmer,Texas,10269,34.538847,-102.815812
371,Pecos,Texas,15507,30.898458,-102.790862
373,Polk,Texas,45413,30.743717,-94.940487
375,Potter,Texas,121073,35.221681,-101.836644
377,Presidio,Texas,7818,29.807527,-104.260977
379,Rains,Texas,10914,32.886055,-95.797078
381,Randall,Texas,120725,35.121463,-101.888863
383,Reagan,Texas,3367,31.215015,-101.465521
385,Real,Texas,3309,29.719686,-99.841559
387,Red River,Texas,12860,33.592399,-95.07117
389,Reeves,Texas,13783,31.382677,-103.532874
391,Refugio,Texas,7383,28.29039,-97.244247
393,Roberts,Texas,929,35.720593,-100.705316
395,Robertson,Texas,16622,30.970148,-96.547126
397,Rockwall,Texas,78337,32.915625,-96.435493
399,Runnels,Texas,10501,31.801037,-99.994273
401,Rusk,Texas,53330,32.193758,-94.797713
403,Sabine,Texas,10834,31.338566,-93.850011
405,San Augustine,Texas,8865,31.443536,-94.150624
407,San Jacinto,Texas,26384,30.547998,-95.131415
409,San Patricio,Texas,64804,27.947285,-97.399384
411,San Saba,Texas,6131,31.190792,-98.763369
413,Schleicher,Texas,3461,30.875183,-100.581777
415,Scurry,Texas,16921,32.705897,-100.905311
417,Shackelford,Texas,3378,32.688185,-99.308669
419,Shelby,Texas,25448,31.823558,-94.180373
421,Sherman,Texas,3034,36.336364,-101.996669
423,Smith,Texas,209714,32.326711,-95.297792
425,Somervell,Texas,8490,32.23787,-97.752805
427,Starr,Texas,60968,26.388176,-98.84119
429,Stephens,Texas,9630,32.754222,-98.904243
431,Sterling,Texas,1143,31.839559,-100.993423
433,Stonewall,Texas,1490,33.145963,-100.236102
435,Sutton,Texas,4128,30.562364,-100.630735
437,Swisher,Texas,7854,34.531837,-101.771547
439,Tarrant,Texas,1809034,32.76219,-97.244748
441,Taylor,Texas,131506,32.423132,-99.768456
443,Terrell,Texas,984,30.159691,-102.356398
445,Terry,Texas,12651,33.183905,-102.271641
447,Throckmorton,Texas,1641,33.139397,-99.13442
449,Titus,Texas,32334,33.175718,-94.966822
451,Tom Green,Texas,110224,31.452272,-100.460084
453,Travis,Texas,1024266,30.31025,-97.749981
455,Trinity,Texas,14585,31.000011,-95.245491
457,Tyler,Texas,21766,30.741967,-94.365305
459,Upshur,Texas,39309,32.697983,-94.925153
461,Upton,Texas,3355,31.183695,-102.122277
463,Uvalde,Texas,26405,29.247671,-99.75475
465,Val Verde,Texas,48879,29.38073,-100.898068
467,Van Zandt,Texas,52579,32.57797,-95.833094
469,Victoria,Texas,86793,28.820583,-96.990925
471,Walker,Texas,67861,30.729192,-95.535016
473,Waller,Texas,43205,30.021425,-95.968855
475,Ward,Texas,10658,31.565078,-102.921099
477,Washington,Texas,33718,30.182708,-96.396264
479,Webb,Texas,250304,27.520331,-99.47635
481,Wharton,Texas,41280,29.276822,-96.175663
483,Wheeler,Texas,5410,35.353697,-100.265178
485,Wichita,Texas,131500,33.922335,-98.551696
487,Wilbarger,Texas,13535,34.147319,-99.296459
489,Willacy,Texas,22134,26.452145,-97.779937
491,Williamson,Texas,422679,30.554707,-97.71143
493,Wilson,Texas,42918,29.226084,-98.142066
495,Winkler,Texas,7110,31.841034,-103.099982
497,Wise,Texas,59127,33.164603,-97.637257
499,Wood,Texas,41964,32.772492,-95.396924
501,Yoakum,Texas,7879,33.025705,-102.829655
503,Young,Texas,18550,33.166529,-98.625208
505,Zapata,Texas,14018,26.902457,-99.26586
507,Zavala,Texas,11677,28.757996,-99.807717
1,Beaver,Utah,6629,38.299707,-112.776347
3,Box Elder,Utah,49975,41.591026,-112.09977
5,Cache,Utah,112656,41.744338,-111.840612
7,Carbon,Utah,21403,39.601629,-110.777221
9,Daggett,Utah,1059,40.967854,-109.646088
11,Davis,Utah,306479,41.01957,-111.958756
13,Duchesne,Utah,18607,40.289409,-110.165397
15,Emery,Utah,10976,39.216051,-110.925129
17,Garfield,Utah,5172,37.76185,-112.088923
19,Grand,Utah,9225,38.569104,-109.530222
21,Iron,Utah,46163,37.709161,-113.073838
23,Juab,Utah,10246,39.750368,-111.894782
25,Kane,Utah,7125,37.114838,-112.425977
27,Millard,Utah,12503,39.214604,-112.494882
29,Morgan,Utah,9469,41.073208,-111.718106
31,Piute,Utah,1556,38.288475,-112.208162
33,Rich,Utah,2264,41.76689,-111.278738
35,Salt Lake,Utah,1029655,40.646321,-111.922762
37,San Juan,Utah,14746,37.523884,-109.521036
39,Sanpete,Utah,27822,39.380549,-111.606832
41,Sevier,Utah,20802,38.77474,-112.042048
43,Summit,Utah,36324,40.727812,-111.47076
45,Tooele,Utah,58218,40.56078,-112.379217
47,Uintah,Utah,32588,40.42648,-109.597164
49,Utah,Utah,516564,40.272349,-111.73158
51,Wasatch,Utah,23530,40.505696,-111.412248
53,Washington,Utah,138115,37.135163,-113.519705
55,Wayne,Utah,2778,38.361636,-111.467245
57,Weber,Utah,231236,41.224614,-111.990305
1,Addison,Vermont,36821,44.06247,-73.166759
3,Bennington,Vermont,37125,42.972541,-73.15352
5,Caledonia,Vermont,31227,44.467875,-72.07512
7,Chittenden,Vermont,156545,44.480855,-73.149444
9,Essex,Vermont,6306,44.666929,-71.740577
11,Franklin,Vermont,47746,44.840447,-72.993263
13,Grand Isle,Vermont,6970,44.79441,-73.298303
15,Lamoille,Vermont,24475,44.58756,-72.653257
17,Orange,Vermont,28936,43.996017,-72.394216
19,Orleans,Vermont,27231,44.864953,-72.223292
21,Rutland,Vermont,61642,43.601633,-73.045536
23,Washington,Vermont,59534,44.241925,-72.58392
25,Windham,Vermont,44513,42.95631,-72.61616
27,Windsor,Vermont,56670,43.545556,-72.491252
1,Accomack,Virginia,33164,37.784132,-75.641008
3,Albemarle,Virginia,98970,38.05016,-78.516763
5,Alleghany,Virginia,16250,37.800535,-79.929401
7,Amelia,Virginia,12690,37.341681,-77.977011
9,Amherst,Virginia,32353,37.519237,-79.102718
11,Appomattox,Virginia,14973,37.359958,-78.833953
13,Arlington,Virginia,207627,38.8749,-77.10082
15,Augusta,Virginia,73750,38.12803,-79.032141
17,Bath,Virginia,4731,38.017866,-79.764614
19,Bedford,Virginia,68676,37.314607,-79.497893
21,Bland,Virginia,6824,37.150725,-81.089354
23,Botetourt,Virginia,33148,37.448222,-79.851418
25,Brunswick,Virginia,17434,36.756799,-77.86074
27,Buchanan,Virginia,24098,37.264125,-82.058814
29,Buckingham,Virginia,17146,37.582102,-78.483454
31,Campbell,Virginia,54842,37.25795,-79.165807
33,Caroline,Virginia,28545,38.008601,-77.433166
35,Carroll,Virginia,30042,36.712893,-80.763589
36,Charles City,Virginia,7256,37.381884,-77.102373
37,Charlotte,Virginia,12586,37.017568,-78.630844
41,Chesterfield,Virginia,316236,37.418224,-77.550555
43,Clarke,Virginia,14034,39.129687,-77.988093
45,Craig,Virginia,5190,37.476038,-80.174522
47,Culpeper,Virginia,46689,38.500155,-77.997848
49,Cumberland,Virginia,10052,37.483249,-78.257306
51,Dickenson,Virginia,15903,37.142003,-82.379283
53,Dinwiddie,Virginia,28001,37.135094,-77.560538
57,Essex,Virginia,11151,37.911272,-76.90549
59,Fairfax,Virginia,1081726,38.843734,-77.258936
61,Fauquier,Virginia,65203,38.696041,-77.777194
63,Floyd,Virginia,15279,36.944158,-80.342686
65,Fluvanna,Virginia,25691,37.888175,-78.301879
67,Franklin,Virginia,56159,37.016004,-79.861232
69,Frederick,Virginia,78305,39.168677,-78.193089
71,Giles,Virginia,17286,37.317609,-80.71689
73,Gloucester,Virginia,36858,37.377825,-76.530947
75,Goochland,Virginia,21717,37.703091,-77.85186
77,Grayson,Virginia,15533,36.648239,-81.1193
79,Greene,Virginia,18403,38.254353,-78.422182
81,Greensville,Virginia,12243,36.721194,-77.537371
83,Halifax,Virginia,36241,36.75003,-78.927107
85,Hanover,Virginia,99863,37.687345,-77.420161
87,Henrico,Virginia,306935,37.60276,-77.495683
89,Henry,Virginia,54151,36.690407,-79.903132
91,Highland,Virginia,2321,38.386074,-79.568796
93,Isle of Wight,Virginia,35270,36.921892,-76.655375
95,James City,Virginia,67009,37.294786,-76.757657
97,King and Queen,Virginia,6945,37.699158,-76.89237
99,King George,Virginia,23584,38.291254,-77.162858
101,King William,Virginia,15935,37.702616,-77.05673
103,Lancaster,Virginia,11391,37.70389,-76.437123
105,Lee,Virginia,25587,36.715746,-83.103165
107,Loudoun,Virginia,312311,39.047874,-77.510676
109,Louisa,Virginia,33153,37.979376,-77.965373
111,Lunenburg,Virginia,12914,36.970055,-78.21653
113,Madison,Virginia,13308,38.378917,-78.23516
115,Mathews,Virginia,8978,37.444144,-76.342952
117,Mecklenburg,Virginia,32727,36.691889,-78.320815
119,Middlesex,Virginia,10959,37.601651,-76.504547
121,Montgomery,Virginia,94392,37.189631,-80.412336
125,Nelson,Virginia,15020,37.810028,-78.871691
127,New Kent,Virginia,18429,37.497253,-77.037031
131,Northampton,Virginia,12389,37.389508,-75.917594
133,Northumberland,Virginia,12330,37.890865,-76.414247
135,Nottoway,Virginia,15853,37.144866,-78.075207
137,Orange,Virginia,33481,38.267152,-77.966785
139,Page,Virginia,24042,38.604441,-78.500392
141,Patrick,Virginia,18490,36.655724,-80.282113
143,Pittsylvania,Virginia,63506,36.772086,-79.409643
145,Powhatan,Virginia,28046,37.546342,-77.872664
147,Prince Edward,Virginia,23368,37.259323,-78.423416
149,Prince George,Virginia,35725,37.215406,-77.293227
153,Prince William,Virginia,402002,38.691636,-77.409683
155,Pulaski,Virginia,34872,37.081529,-80.705779
157,Rappahannock,Virginia,7373,38.692393,-78.124495
159,Richmond,Virginia,9254,37.94866,-76.715071
161,Roanoke,Virginia,92376,37.271414,-79.989575
163,Rockbridge,Virginia,22307,37.786365,-79.428059
165,Rockingham,Virginia,76314,38.454851,-78.837195
167,Russell,Virginia,28897,36.935284,-82.090612
169,Scott,Virginia,23177,36.684532,-82.594258
171,Shenandoah,Virginia,41993,38.86825,-78.529664
173,Smyth,Virginia,32208,36.829257,-81.574231
175,Southampton,Virginia,18570,36.71473,-77.070645
177,Spotsylvania,Virginia,122397,38.238928,-77.571234
179,Stafford,Virginia,128961,38.416536,-77.447823
181,Surry,Virginia,7058,37.118648,-76.867196
183,Sussex,Virginia,12087,36.972121,-77.210307
185,Tazewell,Virginia,45078,37.147549,-81.566563
187,Warren,Virginia,37575,38.925068,-78.179261
191,Washington,Virginia,54876,36.703579,-81.972246
193,Westmoreland,Virginia,17454,38.155269,-76.844011
195,Wise,Virginia,41452,36.952922,-82.609349
197,Wythe,Virginia,29235,36.919123,-81.066298
199,York,Virginia,65464,37.172279,-76.49193
510,Alexandria,Virginia,139966,38.820052,-77.09256
515,Bedford,Virginia,6222,37.337281,-79.520701
520,Bristol,Virginia,17835,36.610479,-82.169512
530,Buena Vista,Virginia,6650,37.734133,-79.352493
540,Charlottesville,Virginia,43475,38.033545,-78.490591
550,Chesapeake,Virginia,222209,36.757515,-76.282263
570,Colonial Heights,Virginia,17411,37.264094,-77.401027
580,Covington,Virginia,5961,37.781277,-79.98934
590,Danville,Virginia,43055,36.591119,-79.409867
595,Emporia,Virginia,5927,36.691841,-77.541306
600,Fairfax,Virginia,22565,38.852046,-77.302597
610,Falls Church,Virginia,12332,38.883689,-77.173924
620,Franklin,Virginia,8582,36.678687,-76.936518
630,Fredericksburg,Virginia,24286,38.298644,-77.4809
640,Galax,Virginia,7042,36.665998,-80.918362
650,Hampton,Virginia,137436,37.042681,-76.366965
660,Harrisonburg,Virginia,48914,38.440627,-78.868871
670,Hopewell,Virginia,22591,37.289087,-77.304582
678,Lexington,Virginia,7042,37.784093,-79.442982
680,Lynchburg,Virginia,75568,37.394382,-79.188942
